id,disease,text,symptoms
Paralysis (brain hemorrhage)_135,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side.","vomiting, headache, weakness_of_one_body_side"
Paralysis (brain hemorrhage)_136,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, weakness_of_one_body_side, altered_sensorium.","vomiting, headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage)_137,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: headache, weakness_of_one_body_side, altered_sensorium.","headache, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage)_138,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, weakness_of_one_body_side, altered_sensorium.","vomiting, weakness_of_one_body_side, altered_sensorium"
Paralysis (brain hemorrhage)_139,Paralysis (brain hemorrhage),"Disease: Paralysis (brain hemorrhage). Symptoms include: vomiting, headache, altered_sensorium.","vomiting, headache, altered_sensorium"
Jaundice_140,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_141,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_142,Jaundice,"Disease: Jaundice. Symptoms include: vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_143,Jaundice,"Disease: Jaundice. Symptoms include: itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_144,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_145,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_146,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, abdominal_pain"
Jaundice_147,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain"
Jaundice_148,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain"
Jaundice_149,Jaundice,"Disease: Jaundice. Symptoms include: itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine.","itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine"
Malaria_150,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain"
Malaria_151,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria_152,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria_153,Malaria,"Disease: Malaria. Symptoms include: vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria_154,Malaria,"Disease: Malaria. Symptoms include: chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria_155,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain"
Malaria_156,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain"
Malaria_157,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain"
Malaria_158,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain"
Malaria_159,Malaria,"Disease: Malaria. Symptoms include: chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain.","chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain"
Chicken pox_160,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_161,Chicken pox,"Disease: Chicken pox. Symptoms include: skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_162,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_163,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_164,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_165,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_166,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_167,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_168,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body"
Chicken pox_169,Chicken pox,"Disease: Chicken pox. Symptoms include: itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body.","itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body"
Dengue_170,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body"
Dengue_171,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body"
Dengue_172,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain"
Dengue_173,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue_174,Dengue,"Disease: Dengue. Symptoms include: chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue_175,Dengue,"Disease: Dengue. Symptoms include: skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue_176,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue_177,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue_178,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Dengue_179,Dengue,"Disease: Dengue. Symptoms include: skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body.","skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body"
Typhoid_180,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
Typhoid_181,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
Typhoid_182,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
Typhoid_183,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain"
Typhoid_184,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain"
Typhoid_185,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain"
Typhoid_186,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos).","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos)"
Typhoid_187,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
Typhoid_188,Typhoid,"Disease: Typhoid. Symptoms include: chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain.","chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain"
